image_path,bbox,landmark,x_norm,y_norm,visibility,class,center_x,center_y,unit_length
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",LEFT_SHOULDER,0.3603814348461402,-0.32723549752184405,0.9978179931640625,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",RIGHT_SHOULDER,-0.598156864929691,-0.29927134631339564,0.9967455863952637,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",LEFT_HIP,0.39995615722148004,0.3042667397543924,0.9993689656257629,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",RIGHT_HIP,-0.1621807271379293,0.3222401040808473,0.9993231296539307,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",LEFT_ELBOW,1.0503831067429057,-0.6188120516143332,0.9227177500724792,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",RIGHT_ELBOW,-0.9884703769153157,-0.5970939090275911,0.8323849439620972,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",RIGHT_WRIST,-0.18715800640470867,-0.7428604702441775,0.6272209286689758,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",LEFT_EYE,-0.039762262336204064,-0.5521916676778608,0.9633703231811523,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_133.jpg,"[197, 56, 498, 948]",RIGHT_EYE,-0.29878911905632094,-0.5626754020574364,0.9774396419525146,lying,0.47580939903855324,0.37151553109288216,0.4058807323927054
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_90.jpg,"[446, 226, 1727, 868]",LEFT_SHOULDER,-0.058477978515190106,-0.5844157550117007,0.9999822378158569,lying,0.45246948301792145,0.36325855553150177,0.3809714963569055
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_90.jpg,"[446, 226, 1727, 868]",RIGHT_SHOULDER,-0.3967522920302196,-0.21775256646301347,0.9999419450759888,lying,0.45246948301792145,0.36325855553150177,0.3809714963569055
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_90.jpg,"[446, 226, 1727, 868]",LEFT_HIP,0.2934310179946518,0.23016831367946514,0.9999872446060181,lying,0.45246948301792145,0.36325855553150177,0.3809714963569055
/Users/nikko/ProjectPractic/model/project_root/data/dataset/lying/aug_90.jpg,"[446, 226, 1727, 868]",RIGHT_HIP,0.1617992525507579,0.5720000077952491,0.9999852180480957,lying,0.45246948301792145,0.36325855553150177,0.3809714963569055
