image_path,bbox,landmark,x_norm,y_norm,visibility,class,center_x,center_y,unit_length
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",LEFT_SHOULDER,0.46128675003321096,-0.27116285062221573,0.9998900890350342,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_SHOULDER,-0.6054749913509674,-0.29853844583454536,0.9997743964195251,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",LEFT_HIP,0.3569962310094917,0.2790312964208473,0.9999793767929077,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_HIP,-0.21280798969173523,0.29067000003591387,0.9999758005142212,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",LEFT_ELBOW,0.9489919821561733,-0.03590209736791347,0.5383557677268982,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_ELBOW,-0.14136793064618283,-0.056240471301697924,0.8030902743339539,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_WRIST,0.5835960044457329,-0.07997679005642562,0.569413423538208,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",LEFT_KNEE,0.3327600853090118,0.7013744899853126,0.5685293078422546,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_KNEE,-0.08738858536980271,0.704928699352598,0.8508107662200928,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",LEFT_ANKLE,0.0805677159386572,1.0608146155707419,0.6531558632850647,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
/Users/nikko/ProjectPractic/model/project_root/data/dataset/standing/aug_99.jpg,"[227, 30, 426, 818]",RIGHT_ANKLE,-0.2796951101207838,1.080110166376292,0.8813652396202087,standing,0.448587391525507,0.3554788678884506,0.5156990604883578
