frame_id,image_path,bbox,landmark,x_norm,y_norm,visibility,center_x,center_y,unit_length
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_SHOULDER,0.5875083177670296,-0.2043797422526926,0.9999867677688599,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",RIGHT_SHOULDER,0.37938782546618155,-0.029672030316678644,0.9999796152114868,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_HIP,-0.42823835869713556,0.0631114030494617,0.9999830722808838,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",RIGHT_HIP,-0.5386577845360756,0.17094036951990954,0.9999927282333374,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_ELBOW,0.46686442087562524,0.6527502664767713,0.8220182061195374,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",RIGHT_ELBOW,0.26230904886951234,1.0720853873258087,0.9996746778488159,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_WRIST,0.4589800782026702,1.4407695138225287,0.9315912127494812,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",RIGHT_WRIST,0.28034512811111734,2.094983031823018,0.9998612403869629,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_KNEE,-1.0754401593991372,0.46009810002131485,0.6271710395812988,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",RIGHT_KNEE,-1.1750298728332507,0.46741686613165634,0.9988003969192505,0.6728135198354721,0.24761592969298363,0.316320288214612
00000,/Users/nikko/Downloads/moi-main/project_root/data/temp_frames/video4/frame_00000.png,"[60, 38, 2011, 1219]",LEFT_ANKLE,-1.6493625800599083,0.7157547229835648,0.9020981788635254,0.6728135198354721,0.24761592969298363,0.316320288214612
