frame_id,image_path,bbox,landmark,x_norm,y_norm,visibility,center_x,center_y,unit_length
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",LEFT_SHOULDER,0.41710738848938445,-0.31658068532853545,0.999953031539917,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_SHOULDER,0.46424428810561913,-0.11849299205120424,0.9999774694442749,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",LEFT_HIP,-0.4448912079878104,0.125241043155728,0.9999033212661743,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_HIP,-0.4364604686071932,0.3098326342240117,0.9999711513519287,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_ELBOW,0.3927061358347016,0.8212495811989772,0.9991207718849182,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_WRIST,0.37253447040469706,1.6736753825347293,0.9994648098945618,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_KNEE,-1.0364712667504885,0.6289123635729467,0.9928748607635498,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",LEFT_ANKLE,-1.5212576516815997,0.8581813931452539,0.6702800393104553,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_ANKLE,-1.6569989148249102,1.052390327629339,0.9978219270706177,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",LEFT_EYE,0.8857376566977488,-0.28160632628090637,0.99993896484375,0.6433162987232208,0.34085023775696754,0.34586750881669304
00000,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00000.png,"[273, 137, 577, 307]",RIGHT_EYE,0.8851027791629847,-0.27620952256791176,0.9999760389328003,0.6433162987232208,0.34085023775696754,0.34586750881669304
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",LEFT_SHOULDER,0.419923230353635,-0.3124814277925828,0.9999604225158691,0.6427524983882904,0.34167423099279404,0.34456810740553656
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",RIGHT_SHOULDER,0.4648285719062332,-0.11562224205039803,0.9999802112579346,0.6427524983882904,0.34167423099279404,0.34456810740553656
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",LEFT_HIP,-0.44600656821716955,0.12080513456777547,0.999904990196228,0.6427524983882904,0.34167423099279404,0.34456810740553656
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",RIGHT_HIP,-0.43874523404269866,0.30729853527520534,0.9999711513519287,0.6427524983882904,0.34167423099279404,0.34456810740553656
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",RIGHT_ELBOW,0.39575585926515433,0.8242891123502804,0.9992541670799255,0.6427524983882904,0.34167423099279404,0.34456810740553656
00001,/Users/nikko/Downloads/moi-main/project_root/data/visualizations/video/pushups_video6/frame_00001.png,"[273, 137, 577, 307]",RIGHT_WRIST,0.3757760760866147,1.67712110879877,0.9995307922363281,0.6427524983882904,0.34167423099279404,0.34456810740553656
